qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
0706-1,zLAwp0V1vng,Paraphrased Open-ended Question,Character Motivation Causality,What is the man trying to achieve with his actions in the first part of the video?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zLAwp0V1vng
0707-1,VGmKsn6gx50,Paraphrased Open-ended Question,Character Motivation Causality,Why does the person run towards the camera in the video?,18.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/VGmKsn6gx50
0708-1,dIKw3x7iLUo,Paraphrased Open-ended Question,Character Reaction Causality,Why is the cat yelling in the final scene?,18.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/dIKw3x7iLUo
0721-1,ir89-1OXw5U,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What is the man wearing sunglasses doing with his hands?,32.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ir89-1OXw5U
0723-1,pUIkzB8KebU,Paraphrased Open-ended Question,Objective Causality,What makes the little monster in the video seem like it's moving?,15.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pUIkzB8KebU
0724-1,9Iof4qwbrwQ,Paraphrased Open-ended Question,Objective Causality,"How does the pen manage to go through the banknote without tearing it?Please explain how a banknote is folded,",43.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9Iof4qwbrwQ
0725-1,PVMqxKAXDQo,Paraphrased Open-ended Question,Objective Causality,What causes the liquid level in the bottle to drop in the video?,58.11,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PVMqxKAXDQo
0729-1,fj2WYT0qBWA,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What is the longest color of the long strips shown in the video?,10.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fj2WYT0qBWA
0731-1,oSyWpIh4vF8,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What alternative image can the old man's nose represent in the video?,9.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/oSyWpIh4vF8
0735-1,fBExhFE2-ew,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What is the method by which the scenery appears on the artboard in the second part of the video?,51.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fBExhFE2-ew
0738-1,YpwGoqs1zjA,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What method did the man use to make the sky appear to change from dark to light in the video?,13.28,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YpwGoqs1zjA
0740-1,AoUnw7jcHhg,Paraphrased Open-ended Question,Professional Knowledge,What is the third step in the calculation process for the first math problem in the video?,28.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/AoUnw7jcHhg
0742-1,LiP7IkD0-fk,Paraphrased Open-ended Question,Professional Knowledge,How do you determine the value of x in the given diagram?,36.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/LiP7IkD0-fk
0743-1,Db26nmr_95c,Paraphrased Open-ended Question,Professional Knowledge,What is the solution to the third math problem in the video?,37.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Db26nmr_95c
0749-1,FBXl4t_t0aM,Paraphrased Open-ended Question,Element Attributes,Which materials are able to pass through the sieve in the first physics experiment shown in the video?,59.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FBXl4t_t0aM
0755-1,HsXS1Qt11cU,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What is the composition of the sponge shown in the video?,17.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HsXS1Qt11cU
0757-1,as--BPL2gRQ,Paraphrased Open-ended Question,Positional Relationship,Which foot of the boy wearing red is inside the pit?,5.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/as--BPL2gRQ
0762-1,Jo7sfpeWqwE,Paraphrased Open-ended Question,Element Attributes,What material was used to make the second boat?,19.69,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Jo7sfpeWqwE
0763-1,XNYK4k7hq3Y,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),"Which canned Coke is genuine, the one removed or the one left in the image?",58.84,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XNYK4k7hq3Y
0766-1,eoeIl02oH90,Paraphrased Open-ended Question,Positional Relationship,From which shoulder did the archer release the bow?,19.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eoeIl02oH90
0777-1,LLo9u8GYUU0,Paraphrased Open-ended Question,Event Counting,What is the total number of trick shots displayed in the images?,59.28,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/LLo9u8GYUU0
0779-1,jt3v-FRTbrY,Paraphrased Open-ended Question,Objective Causality,"How is the illusion in the video created, and what is it?",19.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jt3v-FRTbrY
0790-1,HPoyer1Ix-o,Paraphrased Open-ended Question,Professional Knowledge,What adjustment is needed to make the blue tube visible through the transparent sheet?,35.78,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HPoyer1Ix-o
0794-1,pxtbNUqh3Sc,Paraphrased Open-ended Question,Plot Attribute,Which character in the video is described as the 'friend' in the caption?,17.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pxtbNUqh3Sc
0803-1,L4pEorJZ1a0,Paraphrased Open-ended Question,Element Attributes,What is the object that is on fire in the video?,29.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L4pEorJZ1a0
0806-1,1dEijri97Qc,Paraphrased Open-ended Question,Element Counting,What is the total number of cables that were bundled together in the video?,19.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1dEijri97Qc
0810-1,A-PdkbPZs6I,Paraphrased Open-ended Question,Event Counting,How many times did the sausage appear from the holes?,17.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/A-PdkbPZs6I
0812-1,5NgU4w_qPBg,Paraphrased Open-ended Question,Event Counting,How many attempts did the person make to put the toy into the drawer?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5NgU4w_qPBg
0816-1,nqyt42Hj00Y,Paraphrased Open-ended Question,Event Localization,What actions did the person take during the second experiment?,20.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nqyt42Hj00Y
0818-1,1_OTyluZCcg,Paraphrased Open-ended Question,Element Attributes,What is the little girl holding in her hand while watching nearby?,19.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1_OTyluZCcg
0827-1,yFHKF8TjT5o,Paraphrased Open-ended Question,Element Counting,What is the number of pandas shown in the video?,9.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yFHKF8TjT5o
0833-1,E2ILLN8TiPA,Paraphrased Open-ended Question,Event Localization,What is depicted in the fourth segment of the photo series?,48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/E2ILLN8TiPA
0835-1,_tVCT7lNvM4,Paraphrased Open-ended Question,Element Localization,What can be seen inside the woman's mouth?,60,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tVCT7lNvM4
0841-1,wfszvTxxLkk,Paraphrased Open-ended Question,Positional Relationship,Which eye did the woman use the parrot to wipe first in the video?,10.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wfszvTxxLkk
0848-1,wzf8uN_7hNc,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),Which cat in the video is the actual one?,7.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wzf8uN_7hNc
0854-1,Rjq4L_aIBh0,Paraphrased Open-ended Question,Character Motivation Causality,What is the reason the drop tower operator talks to the visitors?,36.4,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Rjq4L_aIBh0
0857-1,POwncb1HzPQ,Paraphrased Open-ended Question,Plot Attribute,What is the woman in the video trying to depict with her movements?,10.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/POwncb1HzPQ
0858-1,3xCt7E3t3Pc,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),On which armrest did the man in the white short-sleeved shirt first try to sit in the video?,53.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3xCt7E3t3Pc
0865-1,NnjqjqMFdA0,Paraphrased Open-ended Question,Element Counting,How many worms can be seen at the conclusion of the video?,6.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NnjqjqMFdA0
0868-1,XCkJcIeGhS0,Paraphrased Open-ended Question,Element Localization,What is the color of the tool used by the person at the start of the video?,57.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XCkJcIeGhS0
0870-1,Po_UemYmEyg,Paraphrased Open-ended Question,Character Motivation Causality,What motivated the man to hand over his belongings to the photographer?,59.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Po_UemYmEyg
0871-1,eFW0FRHH1u8,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What is located in the center of the road?,13.91,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eFW0FRHH1u8
0872-1,6O-PTTfiq48,Paraphrased Open-ended Question,Displacement Attribute,"In which direction did the man move the top water bottle pack after placing them down, from the camera's viewpoint?",59.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/6O-PTTfiq48
0875-1,f3fywt6uJBM,Paraphrased Open-ended Question,Element Counting,What is the number of cell phones placed on the piano in the video?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/f3fywt6uJBM
0879-1,WVtaMmL93Vs,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What characteristics do people who are on the same plane share starting from the fourth second?,15.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WVtaMmL93Vs
0880-1,0cKKHnAmncI,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What happens to the perceived direction of the structure when it is lifted by hand?,42.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0cKKHnAmncI
0886-1,5QLh5ias93M,Paraphrased Open-ended Question,Positional Relationship,On which wrist is the man in black wearing his watch in the video?,19.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5QLh5ias93M
0895-1,7hg7oglAyKc,Paraphrased Open-ended Question,Event Localization,What happens in the scene following the throw of a smaller basketball?,34.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7hg7oglAyKc
0898-1,fD02ePuiOtU,Paraphrased Open-ended Question,Displacement Attribute,Which way did the man move the first pillow once it was on the water?,9.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fD02ePuiOtU
0901-1,pPiXRxb2Vfo,Paraphrased Open-ended Question,Element Counting,How many rubber bands are being held at the start of the video?,18.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pPiXRxb2Vfo
0905-1,cUxIb3Pt-hQ,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),"At the start of the video, is the ball positioned on an incline or a decline?",31.81,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cUxIb3Pt-hQ
0907-1,DP4eZl-4QOY,Paraphrased Open-ended Question,Positional Relationship,Where does the dog end up landing at the conclusion of the video?,16.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DP4eZl-4QOY
0910-1,7_jo2loOZ9Q,Paraphrased Open-ended Question,Character Motivation Causality,What is the reason the man repeatedly picks up the child in the video?,47.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7_jo2loOZ9Q
0914-1,3TSZfcowUus,Paraphrased Open-ended Question,Professional Knowledge,What is the purpose of placing the beer bottle under the faucet in the video?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3TSZfcowUus
0918-1,KOhSr62NQAY,Paraphrased Open-ended Question,Positional Relationship,With which hand does the man place the soap into the box?,20.42,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KOhSr62NQAY
0919-1,mtLq3F4lIfY,Paraphrased Open-ended Question,Plot Attribute,What method does the man use to make a rainbow appear?,40.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/mtLq3F4lIfY
0924-1,ubFbhebEchE,Paraphrased Open-ended Question,Element Localization,What is the red item the woman in the white top is holding at the video's conclusion?,24.57,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ubFbhebEchE
0926-1,XaP6KFsFnp4,Paraphrased Open-ended Question,Positional Relationship,Which hand is used to pull the thread through the needle?,13.89,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XaP6KFsFnp4
0927-1,2DEz3_PwR80,Paraphrased Open-ended Question,Positional Relationship,Which arm does the man in black use to hold the child in the video?,18.55,Please state your answer with a brief explanation.,,https://youtube.com/shorts/2DEz3_PwR80
0929-1,9y91My_upXU,Paraphrased Open-ended Question,Plot Attribute (Montage),In what ways do the little girl in the green dress and the little girl in the blue dress behave similarly towards the statue in the video?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU
0933-1,bLr422lyAyY,Paraphrased Open-ended Question,Character Motivation Causality,What was the reason the man in the costume started the fire?,8.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/bLr422lyAyY
0939-1,vz9D4nqhTyk,Paraphrased Open-ended Question,Element Counting,What is the number of individuals acting in the video?,37.68,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vz9D4nqhTyk
0942-1,ly70cIZgrRA,Paraphrased Open-ended Question,Character Motivation Causality,Why does the man use the side of the spatula to catch and break the egg in the video?,30.93,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ly70cIZgrRA
0946-1,JmEOYcf8wiE,Paraphrased Open-ended Question,Positional Relationship,Which foot did the man touch when the chicken became still?,44.2,Please state your answer with a brief explanation.,,https://youtube.com/shorts/JmEOYcf8wiE
0949-1,GpJpQzdYtL0,Paraphrased Open-ended Question,Plot Attribute,In which scenes does the company's boss make an appearance in the video?,59.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GpJpQzdYtL0
0950-1,Pagl1zg0j4A,Paraphrased Open-ended Question,Displacement Attribute,What happens to the ball when the man hits the tuning fork for the second time?,52.55,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Pagl1zg0j4A
0952-1,RLEEXr_WsRQ,Paraphrased Open-ended Question,Element Localization,What is the color of the outfit worn by the third individual in the image?,18.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RLEEXr_WsRQ
0956-1,Evie7TV-E8s,Paraphrased Open-ended Question,Displacement Attribute,In which direction does the red stick rotate?,39.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Evie7TV-E8s
0957-1,DtZdE1P45yQ,Paraphrased Open-ended Question,Displacement Attribute,What process led to the substance in the beaker being transferred to the rod in the latter part of the video?,83.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DtZdE1P45yQ
0973-1,BkFjtOqLNmk,Paraphrased Open-ended Question,Event Localization,At what point in the video did the man in the gray hoodie on the left sustain an injury?,53.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BkFjtOqLNmk
0974-1,_a6lFCUYTA4,Paraphrased Open-ended Question,Event Localization,At what point in the video does the person insert the straw into the bottle?,17.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_a6lFCUYTA4
0976-1,fPW-zkcTRgM,Paraphrased Open-ended Question,Event Localization,Who is the first person to respond to the question in the initial scene of the video?,40.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fPW-zkcTRgM
0983-1,9btQkaci6kA,Paraphrased Open-ended Question,Plot Attribute,What causes the appearance of a second individual in the video?,27.7,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9btQkaci6kA
0985-1,xhCvWSZOo8A,Paraphrased Open-ended Question,Plot Attribute,Is the money in the cup at the end the same as the money in the cup at the start of the video?,14.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/xhCvWSZOo8A
0995-1,sVsv_cKxmXY,Paraphrased Open-ended Question,Event Localization,What is the response to the eighth question in the video?,62.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/sVsv_cKxmXY
0996-1,q8cjGfTq5XI,Paraphrased Open-ended Question,Event Localization,What is the third timekeeping device featured in the video?,59.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/q8cjGfTq5XI
0999-1,TE7YjiQZpZo,Paraphrased Open-ended Question,Event Localization,What happens to the man portraying Curly as he navigates the branches on the ground?,60.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/TE7YjiQZpZo
1002-1,W7aL-aUocLA,Paraphrased Open-ended Question,Event Localization,What method does the man use to catch the fourth stick in the first scene?,25.43,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/W7aL-aUocLA
1009-1,m_H3uWi3_2o,Paraphrased Open-ended Question,Character Emotion Attribute,How does the man react in the first two scenes after the visitor waves at him?,12.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/m_H3uWi3_2o
1011-1,QV6iOzP_OXY,Paraphrased Open-ended Question,Character Reaction Causality,What prompted the woman to spray the man with the hose?,31.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/QV6iOzP_OXY
1018-1,1jh1WQq_fHs,Paraphrased Open-ended Question,Character Emotion Attribute,How did the rapper respond when the traffic controller took his microphone?,19.39,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1jh1WQq_fHs
1020-1,C4l7rfjX49I,Paraphrased Open-ended Question,Character Emotion Attribute,How does the baby respond when they see their father?,13.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/C4l7rfjX49I
1023-1,m_H3uWi3_2o,Paraphrased Open-ended Question,Character Emotion Attribute,How did the man respond after the first woman spoke to him?,12.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/m_H3uWi3_2o
1031-1,RbdWggNEZGw,Paraphrased Open-ended Question,Character Emotion Attribute,What feeling is the man in the white shirt experiencing while eating a banana in the video?,39.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RbdWggNEZGw
1037-1,y-Ey4mW-BKs,Paraphrased Open-ended Question,Character Motivation Causality,What is the reason the man makes an OK gesture at the conclusion of the video?,57.69,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/y-Ey4mW-BKs
1044-1,gpeIf-lCeIQ,Paraphrased Open-ended Question,Plot Attribute,What is the mental state of the person under the quilt at the end of the video?,21.23,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gpeIf-lCeIQ
1045-1,uXvcjTHtZIs,Paraphrased Open-ended Question,Character Motivation Causality,Why does the person on the left embrace the individual in the tie-dye hoodie and then release him?,20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uXvcjTHtZIs
1046-1,X31PraTwwnE,Paraphrased Open-ended Question,Character Motivation Causality,What prompted the person in the black hat to toss the individual in the gray T-shirt into the pool?,22.91,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X31PraTwwnE
1049-1,3krczYGxVjE,Paraphrased Open-ended Question,Local Event Attribute,What is the intention behind the person hitting the dog with a slipper while using their phone?,36.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3krczYGxVjE
1051-1,NK6UDnyZf4g,Paraphrased Open-ended Question,Character Motivation Causality,What is the man in black trying to convey by biting his hand in the photo?,12.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NK6UDnyZf4g
1053-1,cSzVOc6h_Us,Paraphrased Open-ended Question,Character Motivation Causality,What is the man in the black T-shirt trying to convey by lifting his black hat?,15.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cSzVOc6h_Us
1055-1,7Xofsx0XAaM,Paraphrased Open-ended Question,Plot Attribute,What is the educational or insightful takeaway from this video?,14.19,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7Xofsx0XAaM
1064-1,UKieuClPKvI,Paraphrased Open-ended Question,Character Reaction Causality,What causes the man's surprise at the conclusion of the video?,41.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/UKieuClPKvI
1075-1,GfygSdVWewQ,Paraphrased Open-ended Question,Plot Attribute (Montage),What is the purpose of splicing together shots of this ordinary man and Spider-Man in the video?,60.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GfygSdVWewQ
1080-1,LD8Br6QMZqg,Paraphrased Open-ended Question,Character Motivation Causality,The reason why this man peels the carrot and appears amazed isï¼Ÿ,44.61,Please state your answer with a brief explanation.,,https://youtube.com/shorts/LD8Br6QMZqg
1081-1,erlagkVhNDI,Paraphrased Open-ended Question,Element Attributes,What is the significance of the small green brick in the video?,31.49,Please state your answer with a brief explanation.,,https://youtube.com/shorts/erlagkVhNDI
1087-1,v93w7cXDNC0,Paraphrased Open-ended Question,Displacement Attribute,What is the movement direction of the circle on the left from the camera's viewpoint?,15.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/v93w7cXDNC0
1090-1,myeDvP4Tz4E,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),How does the painting on the ground appear to the sheep in the video?,35.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/myeDvP4Tz4E
1091-1,1BW-MQMdTRQ,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),"How many individuals are visible in the final segment of the video, and can you describe them?",14.77,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1BW-MQMdTRQ
1095-1,O3DoSbaw4E0,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What was the reason for the person in the upper left corner threw a small stone into the keg?,8.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/O3DoSbaw4E0
1101-1,budZcalJRO8,Paraphrased Open-ended Question,Character Motivation Causality,What was the reason for the man to slowly dip the piece of paper into the water during the shoot?,10.3,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/budZcalJRO8
1111-1,CTYUD-TtBPA,Paraphrased Open-ended Question,Element Localization,Who chose to sit back down after initially standing up instead of participating in the dance?,16.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CTYUD-TtBPA
1112-1,1nMiInCRdfU,Paraphrased Open-ended Question,Element Localization,Who picked up the firework instead of the lighter?,31.79,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1nMiInCRdfU
1117-1,l9HF9qcNvBs,Paraphrased Open-ended Question,Element Localization,Who was responsible for the water overflowing and losing the challenge?,58.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/l9HF9qcNvBs
1119-1,JdPIts7RgUM,Paraphrased Open-ended Question,Positional Relationship,Where is the iron bowl located when the person in red responds to the image of the cat and dog?,11.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/JdPIts7RgUM
1121-1,NFMqcsBtY30,Paraphrased Open-ended Question,Positional Relationship,What symbol is nearest to the filament light bulb on the control panel?,20.27,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NFMqcsBtY30
1122-1,Z5fnnWTVTrI,Paraphrased Open-ended Question,Positional Relationship,Where does the little man in overalls with the white bag end up at the conclusion of the video?,31.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Z5fnnWTVTrI
1124-1,_uSQXykxzT0,Paraphrased Open-ended Question,Positional Relationship,What happens to the egg after the performer applies pressure to it?,17.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_uSQXykxzT0
1127-1,J_W4i0HkKJ0,Paraphrased Open-ended Question,Positional Relationship,How are the target basket and the ball shooter positioned in the third segment from the camera's viewpoint?,20.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/J_W4i0HkKJ0
1130-1,te4-qw7DW6M,Paraphrased Open-ended Question,Professional Knowledge,Which ball showed the most movement when the old man swung his arm widely?,16.7,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/te4-qw7DW6M
1134-1,J_W4i0HkKJ0,Paraphrased Open-ended Question,Displacement Attribute,What was the trajectory of the ball during the first throw in the final scene when it was released?,20.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/J_W4i0HkKJ0
1137-1,4AqYhTpPpBI,Paraphrased Open-ended Question,Positional Relationship,In which direction is the man in white looking when the woman is upside down?,6.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/4AqYhTpPpBI
1145-1,N2BiQKS3e2Y,Paraphrased Open-ended Question,Event Duration & Speed Attribute,What is the time gap between the two instances when the woman checks her phone as an adult?,30.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/N2BiQKS3e2Y
1159-1,0-ugjds_Rz8,Paraphrased Open-ended Question,Element Localization,Can you identify the fifth and seventh items displayed in the video?,16.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0-ugjds_Rz8
1160-1,yTKp6HP2_wU,Paraphrased Open-ended Question,Element Localization,What is the fourth toy displayed in the video?,27.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yTKp6HP2_wU
1161-1,9gPw1jw3Ukk,Paraphrased Open-ended Question,Element Localization,What sequence of colors is shown by the long strip of light on the objects in the video?,11.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9gPw1jw3Ukk
1162-1,4jmQCgMy1mE,Paraphrased Open-ended Question,Event Localization,What sequence of menu options does the person navigate through in the interface?,25.77,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/4jmQCgMy1mE
1168-1,aWdGWNIye8M,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What caused the man in the red hat to fall into the hole in the video?,14.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/aWdGWNIye8M
1169-1,RtYbZzlUVxM,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What caused the man in black and white clothes to appear as if he was shattered by the soccer ball?,13.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RtYbZzlUVxM
1170-1,MImfdDB5-K8,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What caused the containers to vanish from the ship in the video?,14.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/MImfdDB5-K8
1173-1,YfbZV7u3kMM,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What caused the person in the back seat to vanish suddenly?,5.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YfbZV7u3kMM
1175-1,oG45ZbYePtY,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What technique is used to make the bear on the ground appear to move in the video?,19.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/oG45ZbYePtY
1176-1,PFlSRwIZ8EM,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What caused the plant in the man's hand to appear larger?,24.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PFlSRwIZ8EM
1177-1,lJcTCcUJK0I,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What technique was used to make the man appear on a different boat suddenly?,17.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/lJcTCcUJK0I
1178-1,SArRN5FhkYI,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What is the reason a laptop is shown in the last part of the video?,19.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/SArRN5FhkYI
1181-1,ys5re4kXW1I,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What technique was used to make the Colosseum vanish in the video?,12.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ys5re4kXW1I
1182-1,NFMqcsBtY30,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),In what way does the ladder appear under the clouds in the video?,20.27,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NFMqcsBtY30
1183-1,uYIWSSQNV4w,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What caused the sky to become dark so quickly at the start of the video?,13.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uYIWSSQNV4w
