qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
0673-2,nfCZqSebCuE,Correctly-led Open-ended Question,Element Counting,Are there two buckets of real popcorn shown in the video?,13.51,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nfCZqSebCuE
0675-2,wsPyV3igUG4,Correctly-led Open-ended Question,Character Reaction Causality,Did the man on the left feel displeased because he was exposed after the magic tricks were revealed?,43.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wsPyV3igUG4
0679-2,K7T7JYxlcPo,Correctly-led Open-ended Question,Character Emotion Attribute,Does the woman in the white tank top feel surprised at the end of the video?,10.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/K7T7JYxlcPo
0689-2,vwajGCpsoJ0,Correctly-led Open-ended Question,Character Motivation Causality,Did the man in the purple T-shirt change the lock screen wallpaper to his own photo to make the other man think the phone was his?,19.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vwajGCpsoJ0
0690-2,l2erI86JxzE,Correctly-led Open-ended Question,Character Motivation Causality,Is the child lying on the ground to secretly take the money during the trick?,27.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/l2erI86JxzE
0695-2,DN-gN9LaFGg,Correctly-led Open-ended Question,Plot Attribute,Did the woman win the game because she arranged her cups in the correct order?,42.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DN-gN9LaFGg
0706-2,zLAwp0V1vng,Correctly-led Open-ended Question,Character Motivation Causality,Is the man in the first half of the video shooting footage for a video with special effects?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zLAwp0V1vng
0707-2,VGmKsn6gx50,Correctly-led Open-ended Question,Character Motivation Causality,Is the person running towards the camera to show the drink up close for post-production?,18.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/VGmKsn6gx50
0708-2,dIKw3x7iLUo,Correctly-led Open-ended Question,Character Reaction Causality,Did the cat scream because it saw more bath products being brought in after it thought it had destroyed them all?,18.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/dIKw3x7iLUo
0721-2,ir89-1OXw5U,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is the man in sunglasses actually holding anything in his hand?,32.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ir89-1OXw5U
0723-2,pUIkzB8KebU,Correctly-led Open-ended Question,Objective Causality,Is the little monster in the video appearing to move due to an optical illusion involving a concave surface?,15.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pUIkzB8KebU
0724-2,9Iof4qwbrwQ,Correctly-led Open-ended Question,Objective Causality,Is the reason the banknote remains intact because the pen goes through a folded opening rather than the middle?,43.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9Iof4qwbrwQ
0725-2,PVMqxKAXDQo,Correctly-led Open-ended Question,Objective Causality,Is the drink level decreasing because the balloon inside the bottle is deflating?,58.11,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PVMqxKAXDQo
0729-2,fj2WYT0qBWA,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is the black strip the longest among the long strips in the video?,10.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fj2WYT0qBWA
0731-2,oSyWpIh4vF8,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Could the old man's nose be seen as a mermaid sitting on a reef?,9.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/oSyWpIh4vF8
0735-2,fBExhFE2-ew,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the scenery on the artboard in the second segment a reflection of the environment?,51.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fBExhFE2-ew
0738-2,YpwGoqs1zjA,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the man in the video change the sky from black to bright by adjusting the camera's brightness settings?,13.28,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YpwGoqs1zjA
0740-2,AoUnw7jcHhg,Correctly-led Open-ended Question,Professional Knowledge,"In the first math problem shown, is the third step performing the multiplication of 4 Ã— 4?",28.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/AoUnw7jcHhg
0742-2,LiP7IkD0-fk,Correctly-led Open-ended Question,Professional Knowledge,Is the value of x 18?,36.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/LiP7IkD0-fk
0743-2,Db26nmr_95c,Correctly-led Open-ended Question,Professional Knowledge,Is the answer to the third math question in the video 26?,37.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Db26nmr_95c
0749-2,FBXl4t_t0aM,Correctly-led Open-ended Question,Element Attributes,"In the first physics experiment, do rice and a yellow coarse grain pass through the sieve?",59.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FBXl4t_t0aM
0755-2,HsXS1Qt11cU,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is the sponge in the video made of an edible material like cake?,17.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HsXS1Qt11cU
0757-2,as--BPL2gRQ,Correctly-led Open-ended Question,Positional Relationship,Is the boy in red's left foot the one in the pit?,5.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/as--BPL2gRQ
0762-2,Jo7sfpeWqwE,Correctly-led Open-ended Question,Element Attributes,"Is the second boat made of paper, as indicated by its immediate sinking when stepped on?",19.69,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Jo7sfpeWqwE
0763-2,XNYK4k7hq3Y,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is the real canned Coke the one that was taken away?,58.84,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XNYK4k7hq3Y
0766-2,eoeIl02oH90,Correctly-led Open-ended Question,Positional Relationship,Did the archer release the bow using their right shoulder?,19.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eoeIl02oH90
0777-2,LLo9u8GYUU0,Correctly-led Open-ended Question,Event Counting,Is the total number of trick shots shown in the images 14?,59.28,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/LLo9u8GYUU0
0779-2,jt3v-FRTbrY,Correctly-led Open-ended Question,Objective Causality,Does the video show a Penrose Triangle illusion created by arranging concave structures to appear as floating cubes?,19.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jt3v-FRTbrY
0790-2,HPoyer1Ix-o,Correctly-led Open-ended Question,Professional Knowledge,"To see the blue tube, should the transparent sheet be rotated by 90 degrees?",35.78,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HPoyer1Ix-o
0794-2,pxtbNUqh3Sc,Correctly-led Open-ended Question,Plot Attribute,Is the 'friend' in the caption the white cat that leaves quickly at the start of the video?,17.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pxtbNUqh3Sc
0803-2,L4pEorJZ1a0,Correctly-led Open-ended Question,Element Attributes,Is it true that a bunch of candles is burning in the video?,29.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L4pEorJZ1a0
0806-2,1dEijri97Qc,Correctly-led Open-ended Question,Element Counting,Can you confirm that the video shows four cables being bundled together?,19.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1dEijri97Qc
0810-2,A-PdkbPZs6I,Correctly-led Open-ended Question,Event Counting,Did the sausage emerge from the holes five times?,17.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/A-PdkbPZs6I
0812-2,5NgU4w_qPBg,Correctly-led Open-ended Question,Event Counting,Did the person try to place the toy into the drawer three times?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5NgU4w_qPBg
0816-2,nqyt42Hj00Y,Correctly-led Open-ended Question,Event Localization,Did the person spin the bottle to create a vortex in the second experiment?,20.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nqyt42Hj00Y
0818-2,1_OTyluZCcg,Correctly-led Open-ended Question,Element Attributes,Is the little girl holding a piece of cash in her hand?,19.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1_OTyluZCcg
0827-2,yFHKF8TjT5o,Correctly-led Open-ended Question,Element Counting,Is there only one real panda in the video?,9.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yFHKF8TjT5o
0833-2,E2ILLN8TiPA,Correctly-led Open-ended Question,Event Localization,Does the fourth segment show a man lying on the sand with his soul flying above him?,48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/E2ILLN8TiPA
0835-2,_tVCT7lNvM4,Correctly-led Open-ended Question,Element Localization,Is there a blue tongue stud visible in the woman's mouth?,60,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tVCT7lNvM4
0841-2,wfszvTxxLkk,Correctly-led Open-ended Question,Positional Relationship,Did the woman first wipe her right eye with the parrot in the video?,10.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wfszvTxxLkk
0848-2,wzf8uN_7hNc,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is the real cat in the video the one at the top of the frame?,7.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wzf8uN_7hNc
0854-2,Rjq4L_aIBh0,Correctly-led Open-ended Question,Character Motivation Causality,Does the operator of the drop tower ride talk to visitors to make them more nervous and scared?,36.4,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Rjq4L_aIBh0
0857-2,POwncb1HzPQ,Correctly-led Open-ended Question,Plot Attribute,Is the man in the video imitating the experience of being shot?,10.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/POwncb1HzPQ
0858-2,3xCt7E3t3Pc,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Did the man in the white short-sleeved shirt initially sit on the right armrest of the chair?,53.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3xCt7E3t3Pc
0865-2,NnjqjqMFdA0,Correctly-led Open-ended Question,Element Counting,Is there only one worm visible at the end of the video?,6.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NnjqjqMFdA0
0868-2,XCkJcIeGhS0,Correctly-led Open-ended Question,Element Localization,Is the tool that the person swings at the beginning of the video a silver-brownish metal hammer?,57.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XCkJcIeGhS0
0870-2,Po_UemYmEyg,Correctly-led Open-ended Question,Character Motivation Causality,Did the man give his belongings to the photographer because he was asked and wanted to help out of kindness?,59.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Po_UemYmEyg
0871-2,eFW0FRHH1u8,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is there a chalk drawing of a young boy picking up a pink ball in the middle of the road?,13.91,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eFW0FRHH1u8
0872-2,6O-PTTfiq48,Correctly-led Open-ended Question,Displacement Attribute,"Did the man move the upper water bottle pack to the left after placing them down, from the camera's perspective?",59.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/6O-PTTfiq48
0875-2,f3fywt6uJBM,Correctly-led Open-ended Question,Element Counting,"Are there two cell phones on the piano, one with a green case and another with a light-colored case?",60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/f3fywt6uJBM
0879-2,WVtaMmL93Vs,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Are the two figures that are standing on the same plane physically one with a white head and the other with a black outfit?,15.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WVtaMmL93Vs
0880-2,0cKKHnAmncI,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Does the structure lose its directional illusion when held up towards the camera?,42.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0cKKHnAmncI
0886-2,5QLh5ias93M,Correctly-led Open-ended Question,Positional Relationship,Is the watch worn on the right wrist of the man in black?,19.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5QLh5ias93M
0895-2,7hg7oglAyKc,Correctly-led Open-ended Question,Event Localization,Does the scene cut to a person shooting a basketball into a chainsaw-rim hoop after the smaller basketball is thrown?,34.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7hg7oglAyKc
0898-2,fD02ePuiOtU,Correctly-led Open-ended Question,Displacement Attribute,"Did the man move the first pillow to the front, closer to the camera, after it was on the water?",9.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fD02ePuiOtU
0901-2,pPiXRxb2Vfo,Correctly-led Open-ended Question,Element Counting,Is the hand holding two rubber bands at the beginning of the video?,18.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pPiXRxb2Vfo
0905-2,cUxIb3Pt-hQ,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is the slope where the ball is located at the beginning of the video a downhill slope?,31.81,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cUxIb3Pt-hQ
0907-2,DP4eZl-4QOY,Correctly-led Open-ended Question,Positional Relationship,Does the dog land on the man's body at the end of the video?,16.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DP4eZl-4QOY
0910-2,7_jo2loOZ9Q,Correctly-led Open-ended Question,Character Motivation Causality,Is the man picking up the child to see if anyone will intervene in a social experiment?,47.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7_jo2loOZ9Q
0914-2,3TSZfcowUus,Correctly-led Open-ended Question,Professional Knowledge,Is the beer bottle placed under the faucet to show how hot water can shrink plastic packaging around it?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3TSZfcowUus
0918-2,KOhSr62NQAY,Correctly-led Open-ended Question,Positional Relationship,Does the man use his right hand to put the soap in the box?,20.42,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KOhSr62NQAY
0919-2,mtLq3F4lIfY,Correctly-led Open-ended Question,Plot Attribute,Does the man create the rainbow by using colored markers on clear tape?,40.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/mtLq3F4lIfY
0924-2,ubFbhebEchE,Correctly-led Open-ended Question,Element Localization,Is the woman in the white top holding a red book at the end of the video?,24.57,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ubFbhebEchE
0926-2,XaP6KFsFnp4,Correctly-led Open-ended Question,Positional Relationship,Is the right hand responsible for pulling the thread through the needle?,13.89,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XaP6KFsFnp4
0927-2,2DEz3_PwR80,Correctly-led Open-ended Question,Positional Relationship,Does the man in black hold the child with his left arm while his right hand holds the popsicle?,18.55,Please state your answer with a brief explanation.,,https://youtube.com/shorts/2DEz3_PwR80
0929-2,9y91My_upXU,Correctly-led Open-ended Question,Plot Attribute (Montage),Do the little girl in the green dress and the little girl in the blue dress both try to support the statue when it pretends to fall?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU
0933-2,bLr422lyAyY,Correctly-led Open-ended Question,Character Motivation Causality,Did the man in the costume light the fire to catch the woman's attention for a prank?,8.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/bLr422lyAyY
0939-2,vz9D4nqhTyk,Correctly-led Open-ended Question,Element Counting,Is it true that only one person played all the roles in the video?,37.68,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vz9D4nqhTyk
0942-2,ly70cIZgrRA,Correctly-led Open-ended Question,Character Motivation Causality,Is the man in the video demonstrating a teppanyaki cooking technique by catching and breaking the egg with a spatula?,30.93,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ly70cIZgrRA
0946-2,JmEOYcf8wiE,Correctly-led Open-ended Question,Positional Relationship,Did the man touch the chicken's left foot after it stopped moving?,44.2,Please state your answer with a brief explanation.,,https://youtube.com/shorts/JmEOYcf8wiE
0949-2,GpJpQzdYtL0,Correctly-led Open-ended Question,Plot Attribute,Does the boss appear at the start as a beggar and later in a suit?,59.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GpJpQzdYtL0
0950-2,Pagl1zg0j4A,Correctly-led Open-ended Question,Displacement Attribute,"When the man strikes the tuning fork the second time, does the ball remain still?",52.55,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Pagl1zg0j4A
0952-2,RLEEXr_WsRQ,Correctly-led Open-ended Question,Element Localization,Is the third person in the picture wearing an orange-black outfit?,18.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RLEEXr_WsRQ
0956-2,Evie7TV-E8s,Correctly-led Open-ended Question,Displacement Attribute,Does the red stick rotate in a clockwise direction relative to the camera?,39.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Evie7TV-E8s
0957-2,DtZdE1P45yQ,Correctly-led Open-ended Question,Displacement Attribute,Did the substance in the beaker end up on the rod by being pulled out and wrapped around it?,83.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DtZdE1P45yQ
0973-2,BkFjtOqLNmk,Correctly-led Open-ended Question,Event Localization,Did the man in the gray hoodie on the left get injured during the final balloon popping game?,53.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BkFjtOqLNmk
0974-2,_a6lFCUYTA4,Correctly-led Open-ended Question,Event Localization,Did the person in the video put the straw into the bottle before doing the trick?,17.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_a6lFCUYTA4
0976-2,fPW-zkcTRgM,Correctly-led Open-ended Question,Event Localization,Is the person on the left from the observer's perspective the first to answer the question in the first scene?,40.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fPW-zkcTRgM
0983-2,9btQkaci6kA,Correctly-led Open-ended Question,Plot Attribute,Is the second person in the video a security guard investigating the graffiti artist?,27.7,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9btQkaci6kA
0985-2,xhCvWSZOo8A,Correctly-led Open-ended Question,Plot Attribute,Did the money in the cup at the end come from the man's right ear at the beginning?,14.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/xhCvWSZOo8A
0995-2,sVsv_cKxmXY,Correctly-led Open-ended Question,Event Localization,Is the answer to the eighth question in the video 'long over due'?,62.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/sVsv_cKxmXY
0996-2,q8cjGfTq5XI,Correctly-led Open-ended Question,Event Localization,Is the third timekeeping tool shown in the video a clock that uses a pendulum swing mechanism?,59.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/q8cjGfTq5XI
0999-2,TE7YjiQZpZo,Correctly-led Open-ended Question,Event Localization,"Does the man playing Curly trip over a branch while walking backwards, leading to a comedic fall?",60.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/TE7YjiQZpZo
1002-2,W7aL-aUocLA,Correctly-led Open-ended Question,Event Localization,Did the man use his foot to assist in catching the fourth stick in the first scene?,25.43,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/W7aL-aUocLA
1009-2,m_H3uWi3_2o,Correctly-led Open-ended Question,Character Emotion Attribute,Does the man seem disappointed and walk away after the visitor waves at him in the first two scenes?,12.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/m_H3uWi3_2o
1011-2,QV6iOzP_OXY,Correctly-led Open-ended Question,Character Reaction Causality,Did the woman use the hose on the man because she thought he accidentally consumed soap?,31.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/QV6iOzP_OXY
1018-2,1jh1WQq_fHs,Correctly-led Open-ended Question,Character Emotion Attribute,Did the rapper continue his performance calmly after the traffic controller took his microphone?,19.39,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1jh1WQq_fHs
1020-2,C4l7rfjX49I,Correctly-led Open-ended Question,Character Emotion Attribute,Does the baby show a lack of excitement when they see their dad?,13.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/C4l7rfjX49I
1023-2,m_H3uWi3_2o,Correctly-led Open-ended Question,Character Emotion Attribute,Did the man show signs of frustration or disappointment after the first woman talked to him?,12.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/m_H3uWi3_2o
1031-2,RbdWggNEZGw,Correctly-led Open-ended Question,Character Emotion Attribute,Is the man in the white shirt eating a banana feeling surprised and shocked by the banana auction?,39.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RbdWggNEZGw
1037-2,y-Ey4mW-BKs,Correctly-led Open-ended Question,Character Motivation Causality,Does the man make the OK gesture at the end of the video to mimic the blonde woman?,57.69,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/y-Ey4mW-BKs
1044-2,gpeIf-lCeIQ,Correctly-led Open-ended Question,Plot Attribute,Is the person under the quilt surprised and confused about what is happening?,21.23,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gpeIf-lCeIQ
1045-2,uXvcjTHtZIs,Correctly-led Open-ended Question,Character Motivation Causality,Did the person on the left hug the one in the tie-dye hoodie to prevent their mother from discovering that his brother fainted?,20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uXvcjTHtZIs
1046-2,X31PraTwwnE,Correctly-led Open-ended Question,Character Motivation Causality,Did the person in the black hat throw the person in the gray T-shirt into the pool because they were pushed in earlier by the same person?,22.91,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X31PraTwwnE
1049-2,3krczYGxVjE,Correctly-led Open-ended Question,Local Event Attribute,Did the person hit the dog with a slipper to get it to turn off the lights?,36.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3krczYGxVjE
1051-2,NK6UDnyZf4g,Correctly-led Open-ended Question,Character Motivation Causality,Is the man in black mimicking his childhood actions in the photo by biting his hand?,12.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NK6UDnyZf4g
1053-2,cSzVOc6h_Us,Correctly-led Open-ended Question,Character Motivation Causality,Is the man in the black T-shirt raising his hat to make it seem like the middle seat is occupied?,15.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cSzVOc6h_Us
1055-2,7Xofsx0XAaM,Correctly-led Open-ended Question,Plot Attribute,Does the video have a high enlightenment value due to its humorous depiction of a prank?,14.19,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7Xofsx0XAaM
1064-2,UKieuClPKvI,Correctly-led Open-ended Question,Character Reaction Causality,Is the man surprised because he ends up back at the bomb site after running a long distance?,41.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/UKieuClPKvI
1075-2,GfygSdVWewQ,Correctly-led Open-ended Question,Plot Attribute (Montage),Does the video splice shots of the ordinary man and Spider-Man to highlight the exclusion of ordinary people compared to the hero identity of Spider-Man?,60.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GfygSdVWewQ
1080-2,LD8Br6QMZqg,Correctly-led Open-ended Question,Character Motivation Causality,Is the man peeling the carrot and feeling amazed because he doesn't understand why the previous person had to go through so much trouble to peel it?,44.61,Please state your answer with a brief explanation.,,https://youtube.com/shorts/LD8Br6QMZqg
1081-2,erlagkVhNDI,Correctly-led Open-ended Question,Element Attributes,Does the little green brick in the video represent mouthwash used in the teeth cleaning demonstration?,31.49,Please state your answer with a brief explanation.,,https://youtube.com/shorts/erlagkVhNDI
1087-2,v93w7cXDNC0,Correctly-led Open-ended Question,Displacement Attribute,"Is it true that the circle on the left does not actually move, despite appearing to shift due to the arrow's direction?",15.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/v93w7cXDNC0
1090-2,myeDvP4Tz4E,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Does the painting on the ground look like a broken bridge to the sheep?,35.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/myeDvP4Tz4E
1091-2,1BW-MQMdTRQ,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),"Can you confirm if there are three people visible in the last video, including a person sitting on a bench reading a book, another person standing behind her wearing dark clothing, and a man dressed in pink with a hat standing next to the man in dark clothing?",14.77,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1BW-MQMdTRQ
1095-2,O3DoSbaw4E0,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Dose the person in the upper left corner threw a small stone into the keg to create a visual effect in the edited video where it looks like someone jumping into the water and splashing?,8.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/O3DoSbaw4E0
1101-2,budZcalJRO8,Correctly-led Open-ended Question,Character Motivation Causality,Did the man submerge the paper gradually to create an effect of it emerging from the water in the final video?,10.3,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/budZcalJRO8
1111-2,CTYUD-TtBPA,Correctly-led Open-ended Question,Element Localization,Was it the woman in the brown and red sari who decided to sit down after standing up instead of joining the dance?,16.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CTYUD-TtBPA
1112-2,1nMiInCRdfU,Correctly-led Open-ended Question,Element Localization,Was it the person in the blue shirt who took the firework instead of the lighter?,31.79,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1nMiInCRdfU
1117-2,l9HF9qcNvBs,Correctly-led Open-ended Question,Element Localization,Was it the person in the blue shirt who caused the water to overflow and failed the challenge?,58.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/l9HF9qcNvBs
1119-2,JdPIts7RgUM,Correctly-led Open-ended Question,Positional Relationship,Is the iron bowl on the floor under the oversized phone screen when the person in red reacts to the cat and dog picture?,11.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/JdPIts7RgUM
1121-2,NFMqcsBtY30,Correctly-led Open-ended Question,Positional Relationship,Is the symbol closest to the filament light bulb on the control panel three clouds?,20.27,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NFMqcsBtY30
1122-2,Z5fnnWTVTrI,Correctly-led Open-ended Question,Positional Relationship,Does the little man in overalls with the white bag end up inside the vacuum cleaner at the end of the video?,31.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Z5fnnWTVTrI
1124-2,_uSQXykxzT0,Correctly-led Open-ended Question,Positional Relationship,Is the egg actually behind the water bottle and in the hand of the people after the performer pushes on it?,17.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_uSQXykxzT0
1127-2,J_W4i0HkKJ0,Correctly-led Open-ended Question,Positional Relationship,"In the third segment, is the target basket located behind the man, who is facing away from it and the camera?",20.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/J_W4i0HkKJ0
1130-2,te4-qw7DW6M,Correctly-led Open-ended Question,Professional Knowledge,Did the red ball move significantly when the old man swung his arm with the largest magnitude?,16.7,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/te4-qw7DW6M
1134-2,J_W4i0HkKJ0,Correctly-led Open-ended Question,Displacement Attribute,Did the ball of the first throw in the last scene bounce back to the person after hitting the ring of the hoop?,20.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/J_W4i0HkKJ0
1137-2,4AqYhTpPpBI,Correctly-led Open-ended Question,Positional Relationship,"When the woman is upside down, is the man's head facing up and forward at the camera?",6.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/4AqYhTpPpBI
1145-2,N2BiQKS3e2Y,Correctly-led Open-ended Question,Event Duration & Speed Attribute,Does the woman check her phone 12 hours apart as an adult?,30.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/N2BiQKS3e2Y
1159-2,0-ugjds_Rz8,Correctly-led Open-ended Question,Element Localization,"Are the fifth and seventh items in the video highlighters and erasers, respectively?",16.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0-ugjds_Rz8
1160-2,yTKp6HP2_wU,Correctly-led Open-ended Question,Element Localization,Is the fourth item in the video a metal fidget toy resembling a mahjong tile?,27.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yTKp6HP2_wU
1161-2,9gPw1jw3Ukk,Correctly-led Open-ended Question,Element Localization,"Does the long strip of light on the objects in the video display the colors in the order of yellow, green, cyan, blue, purple, red, and orange?",11.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9gPw1jw3Ukk
