qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
0670-3,CCmVxAlwuo0,Wrongly-led Open-ended Question,Event Counting,Did four children jump into the water in the video?,43.07,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CCmVxAlwuo0
0673-3,nfCZqSebCuE,Wrongly-led Open-ended Question,Element Counting,Are there four buckets of real popcorn shown in the video?,13.51,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nfCZqSebCuE
0675-3,wsPyV3igUG4,Wrongly-led Open-ended Question,Character Reaction Causality,Did the man on the left feel impressed and intrigued after the magic tricks were explained?,43.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wsPyV3igUG4
0679-3,K7T7JYxlcPo,Wrongly-led Open-ended Question,Character Emotion Attribute,Does the woman in the white tank top feel upset or frustrated at the end of the video?,10.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/K7T7JYxlcPo
0689-3,vwajGCpsoJ0,Wrongly-led Open-ended Question,Character Motivation Causality,Did the man in the purple T-shirt change the lock screen wallpaper to his own photo just as a prank?,19.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vwajGCpsoJ0
0690-3,l2erI86JxzE,Wrongly-led Open-ended Question,Character Motivation Causality,Is the child lying on the ground because they are playing or relaxing?,27.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/l2erI86JxzE
0695-3,DN-gN9LaFGg,Wrongly-led Open-ended Question,Plot Attribute,Did the man win the game because he was faster at arranging the cups?,42.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DN-gN9LaFGg
0706-3,zLAwp0V1vng,Wrongly-led Open-ended Question,Character Motivation Causality,Is the man in the first half of the video setting up a camera on a tripod to record himself practicing martial arts?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zLAwp0V1vng
0707-3,VGmKsn6gx50,Wrongly-led Open-ended Question,Character Motivation Causality,Is the person running towards the camera to engage the audience with a dynamic introduction and What is his specific action?,18.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/VGmKsn6gx50
0708-3,dIKw3x7iLUo,Wrongly-led Open-ended Question,Character Reaction Causality,Is the cat screaming in the last shot because it is upset about the mess in the bathtub?,18.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/dIKw3x7iLUo
0721-3,ir89-1OXw5U,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Is the man in sunglasses holding a toy airplane in his hand?,32.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ir89-1OXw5U
0723-3,pUIkzB8KebU,Wrongly-led Open-ended Question,Objective Causality,Is the little monster in the video appearing to move because someone is manipulating it?,15.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pUIkzB8KebU
0724-3,9Iof4qwbrwQ,Wrongly-led Open-ended Question,Objective Causality,Is the banknote not broken because the pen has a hidden mechanism that creates the illusion of penetration?,43.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9Iof4qwbrwQ
0725-3,PVMqxKAXDQo,Wrongly-led Open-ended Question,Objective Causality,Is the drink level decreasing because it is being consumed through a straw?,58.11,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PVMqxKAXDQo
0729-3,fj2WYT0qBWA,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Is the black strip the shortest among the long strips in the video?,10.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fj2WYT0qBWA
0731-3,oSyWpIh4vF8,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Could the old man's nose be perceived as the head and beak of a bird?,9.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/oSyWpIh4vF8
0735-3,fBExhFE2-ew,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Was the scenery on the artboard in the second segment painted by someone capturing a sunset over water?,51.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fBExhFE2-ew
0738-3,YpwGoqs1zjA,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the man in the video use a time-lapse feature to show the sky changing from black to bright?,13.28,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YpwGoqs1zjA
0740-3,AoUnw7jcHhg,Wrongly-led Open-ended Question,Professional Knowledge,"In the first math problem shown, is the third step performing the division of 8 Ã· 2?",28.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/AoUnw7jcHhg
0742-3,LiP7IkD0-fk,Wrongly-led Open-ended Question,Professional Knowledge,Is the value of x 25?,36.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/LiP7IkD0-fk
0743-3,Db26nmr_95c,Wrongly-led Open-ended Question,Professional Knowledge,Is the answer to the third math question in the video 25?,37.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Db26nmr_95c
0749-3,FBXl4t_t0aM,Wrongly-led Open-ended Question,Element Attributes,"In the first physics experiment, does flour pass through the sieve?",59.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FBXl4t_t0aM
0755-3,HsXS1Qt11cU,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Is the sponge in the video made of synthetic materials like polyurethane foam?,17.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HsXS1Qt11cU
0757-3,as--BPL2gRQ,Wrongly-led Open-ended Question,Positional Relationship,Is the boy in red's right foot the one in the pit?,5.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/as--BPL2gRQ
0762-3,Jo7sfpeWqwE,Wrongly-led Open-ended Question,Element Attributes,"Is the second boat made of a mattress, as suggested by the highlighted emoji?",19.69,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Jo7sfpeWqwE
0763-3,XNYK4k7hq3Y,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Is the real canned Coke the one that is still in the picture?,58.84,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XNYK4k7hq3Y
0766-3,eoeIl02oH90,Wrongly-led Open-ended Question,Positional Relationship,Did the archer release the bow using their left shoulder?,19.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eoeIl02oH90
0777-3,LLo9u8GYUU0,Wrongly-led Open-ended Question,Event Counting,Is the total number of trick shots shown in the images 12?,59.28,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/LLo9u8GYUU0
0779-3,jt3v-FRTbrY,Wrongly-led Open-ended Question,Objective Causality,Is the illusion in the video achieved by aligning blocks to form a continuous triangle from a specific angle?,19.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jt3v-FRTbrY
0790-3,HPoyer1Ix-o,Wrongly-led Open-ended Question,Professional Knowledge,"To see the blue tube, should the transparent sheet be rotated by 45 degrees?",35.78,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HPoyer1Ix-o
0794-3,pxtbNUqh3Sc,Wrongly-led Open-ended Question,Plot Attribute,Is the 'friend' in the caption the black dog?,17.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pxtbNUqh3Sc
0803-3,L4pEorJZ1a0,Wrongly-led Open-ended Question,Element Attributes,Is the burning object in the video a small blue sponge-like object?,29.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L4pEorJZ1a0
0806-3,1dEijri97Qc,Wrongly-led Open-ended Question,Element Counting,Is it true that the video shows five cables being bundled together?,19.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1dEijri97Qc
0810-3,A-PdkbPZs6I,Wrongly-led Open-ended Question,Event Counting,Did the sausage pop up from the holes only three times?,17.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/A-PdkbPZs6I
0812-3,5NgU4w_qPBg,Wrongly-led Open-ended Question,Event Counting,Did the person try to place the toy into the drawer 10 times?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5NgU4w_qPBg
0816-3,nqyt42Hj00Y,Wrongly-led Open-ended Question,Event Localization,Did the person insert a straw into the bottle during the second experiment?,20.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nqyt42Hj00Y
0818-3,1_OTyluZCcg,Wrongly-led Open-ended Question,Element Attributes,Is the little girl holding a small bottle in her hand?,19.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1_OTyluZCcg
0827-3,yFHKF8TjT5o,Wrongly-led Open-ended Question,Element Counting,"Are there two pandas in the video, including a baby panda?",9.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yFHKF8TjT5o
0833-3,E2ILLN8TiPA,Wrongly-led Open-ended Question,Event Localization,Does the fourth segment show a person holding a glass jar with a drink?,48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/E2ILLN8TiPA
0835-3,_tVCT7lNvM4,Wrongly-led Open-ended Question,Element Localization,Is there a dental appliance or mouth guard visible in the woman's mouth?,60,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tVCT7lNvM4
0841-3,wfszvTxxLkk,Wrongly-led Open-ended Question,Positional Relationship,Did the woman first wipe her left eye with the parrot in the video?,10.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wfszvTxxLkk
0848-3,wzf8uN_7hNc,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),"Is the real cat in the video the one on top, casting a shadow below?",7.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wzf8uN_7hNc
0854-3,Rjq4L_aIBh0,Wrongly-led Open-ended Question,Character Motivation Causality,Is the operator's conversation with visitors meant to help them feel more at ease and prepared?,36.4,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Rjq4L_aIBh0
0857-3,POwncb1HzPQ,Wrongly-led Open-ended Question,Plot Attribute,Is the woman in the video imitating the act of fainting?,10.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/POwncb1HzPQ
0858-3,3xCt7E3t3Pc,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Did the man in the white short-sleeved shirt initially sit on the left armrest of the chair?,53.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3xCt7E3t3Pc
0865-3,NnjqjqMFdA0,Wrongly-led Open-ended Question,Element Counting,"Are there two worms visible at the end of the video, with one in the bird's beak?",6.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NnjqjqMFdA0
0868-3,XCkJcIeGhS0,Wrongly-led Open-ended Question,Element Localization,Is the tool that the person swings at the beginning of the video red?,57.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XCkJcIeGhS0
0870-3,Po_UemYmEyg,Wrongly-led Open-ended Question,Character Motivation Causality,Did the man give his belongings to the photographer in exchange for food and other necessities?,59.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Po_UemYmEyg
0871-3,eFW0FRHH1u8,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Is there a person holding two bags in the middle of the road?,13.91,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eFW0FRHH1u8
0872-3,6O-PTTfiq48,Wrongly-led Open-ended Question,Displacement Attribute,"Did the man move the upper water bottle pack to the right after placing them down, from the camera's perspective?",59.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/6O-PTTfiq48
0875-3,f3fywt6uJBM,Wrongly-led Open-ended Question,Element Counting,"Is there only one cell phone on the piano, positioned to the left of the pianist's hands?",60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/f3fywt6uJBM
0879-3,WVtaMmL93Vs,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Are the two figures on the same plane one wearing a blue outfit and one with a white head?,15.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WVtaMmL93Vs
0880-3,0cKKHnAmncI,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Does the structure appear to change direction when lifted due to its interaction with a mirror?,42.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0cKKHnAmncI
0886-3,5QLh5ias93M,Wrongly-led Open-ended Question,Positional Relationship,Is the watch worn on the left wrist of the man in black?,19.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5QLh5ias93M
0895-3,7hg7oglAyKc,Wrongly-led Open-ended Question,Event Localization,Does the scene cut to a person shooting a basketball into a mini hoop after the smaller basketball is thrown?,34.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7hg7oglAyKc
0898-3,fD02ePuiOtU,Wrongly-led Open-ended Question,Displacement Attribute,Did the man move the first pillow to the right after it was on the water?,9.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fD02ePuiOtU
0901-3,pPiXRxb2Vfo,Wrongly-led Open-ended Question,Element Counting,Is the hand holding only one rubber band at the beginning of the video?,18.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pPiXRxb2Vfo
0905-3,cUxIb3Pt-hQ,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Is the slope where the ball is located at the beginning of the video an uphill slope?,31.81,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cUxIb3Pt-hQ
0907-3,DP4eZl-4QOY,Wrongly-led Open-ended Question,Positional Relationship,Does the dog land on the grass at the end of the video?,16.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DP4eZl-4QOY
0910-3,7_jo2loOZ9Q,Wrongly-led Open-ended Question,Character Motivation Causality,Is the man picking up the child to help them cross the street safely?,47.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7_jo2loOZ9Q
0914-3,3TSZfcowUus,Wrongly-led Open-ended Question,Professional Knowledge,Is the beer bottle placed under the faucet to demonstrate a quick cooling method for the beer?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3TSZfcowUus
0918-3,KOhSr62NQAY,Wrongly-led Open-ended Question,Positional Relationship,Does the man use his left hand to put the soap in the box?,20.42,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KOhSr62NQAY
0919-3,mtLq3F4lIfY,Wrongly-led Open-ended Question,Plot Attribute,Does the man create the rainbow by using a prism to refract light?,40.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/mtLq3F4lIfY
0924-3,ubFbhebEchE,Wrongly-led Open-ended Question,Element Localization,Is the woman in the white top holding a red bottle at the end of the video?,24.57,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ubFbhebEchE
0926-3,XaP6KFsFnp4,Wrongly-led Open-ended Question,Positional Relationship,Is the left hand responsible for pulling the thread through the needle?,13.89,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XaP6KFsFnp4
0927-3,2DEz3_PwR80,Wrongly-led Open-ended Question,Positional Relationship,Does the man in black hold the child with his right arm while his left hand holds the popsicle?,18.55,Please state your answer with a brief explanation.,,https://youtube.com/shorts/2DEz3_PwR80
0929-3,9y91My_upXU,Wrongly-led Open-ended Question,Plot Attribute (Montage),Are the little girl in the green dress and the little girl in the blue dress trying to determine if the statue is real or not?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU
0933-3,bLr422lyAyY,Wrongly-led Open-ended Question,Character Motivation Causality,Was the fire lit by the man in the costume to surprise the person being pranked?,8.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/bLr422lyAyY
0939-3,vz9D4nqhTyk,Wrongly-led Open-ended Question,Element Counting,Are there four different people playing roles in the video?,37.68,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vz9D4nqhTyk
0942-3,ly70cIZgrRA,Wrongly-led Open-ended Question,Character Motivation Causality,Is the man in the video breaking the egg with the spatula to show how fragile eggs are?,30.93,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ly70cIZgrRA
0946-3,JmEOYcf8wiE,Wrongly-led Open-ended Question,Positional Relationship,Did the man touch the chicken's right foot after it stopped moving?,44.2,Please state your answer with a brief explanation.,,https://youtube.com/shorts/JmEOYcf8wiE
0949-3,GpJpQzdYtL0,Wrongly-led Open-ended Question,Plot Attribute,Does the boss only appear at the end of the video in a suit?,59.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GpJpQzdYtL0
0950-3,Pagl1zg0j4A,Wrongly-led Open-ended Question,Displacement Attribute,"When the man strikes the tuning fork the second time, does the ball start moving upwards?",52.55,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Pagl1zg0j4A
0952-3,RLEEXr_WsRQ,Wrongly-led Open-ended Question,Element Localization,Is the third person in the picture wearing a pink outfit?,18.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RLEEXr_WsRQ
0956-3,Evie7TV-E8s,Wrongly-led Open-ended Question,Displacement Attribute,Does the red stick rotate in a counterclockwise direction relative to the camera?,39.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Evie7TV-E8s
0957-3,DtZdE1P45yQ,Wrongly-led Open-ended Question,Displacement Attribute,Did the substance in the beaker end up on the rod because it adhered to the rod when it was inserted?,83.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DtZdE1P45yQ
0973-3,BkFjtOqLNmk,Wrongly-led Open-ended Question,Event Localization,Did the man in the gray hoodie on the left get injured at the beginning of the video?,53.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BkFjtOqLNmk
0974-3,_a6lFCUYTA4,Wrongly-led Open-ended Question,Event Localization,Did the person in the video put the straw into the bottle at the end of the video while sitting at a table?,17.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_a6lFCUYTA4
0976-3,fPW-zkcTRgM,Wrongly-led Open-ended Question,Event Localization,Is the person on the right from the observer's perspective the first to answer the question in the first scene?,40.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fPW-zkcTRgM
0983-3,9btQkaci6kA,Wrongly-led Open-ended Question,Plot Attribute,Is the second person in the video actually a painted silhouette of a girl on the wall?,27.7,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9btQkaci6kA
0985-3,xhCvWSZOo8A,Wrongly-led Open-ended Question,Plot Attribute,Did the money stay in the cup throughout the video as it was shaken?,14.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/xhCvWSZOo8A
0995-3,sVsv_cKxmXY,Wrongly-led Open-ended Question,Event Localization,Is the answer to the eighth question in the video 'up to no good'?,62.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/sVsv_cKxmXY
0996-3,q8cjGfTq5XI,Wrongly-led Open-ended Question,Event Localization,Is the third timekeeping tool shown in the video a sundial?,59.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/q8cjGfTq5XI
0999-3,TE7YjiQZpZo,Wrongly-led Open-ended Question,Event Localization,"Does the man playing Curly trip over the branches, fall, and then get back up to continue moving?",60.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/TE7YjiQZpZo
1002-3,W7aL-aUocLA,Wrongly-led Open-ended Question,Event Localization,Did the man catch the fourth stick with his right hand in the first scene?,25.43,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/W7aL-aUocLA
1009-3,m_H3uWi3_2o,Wrongly-led Open-ended Question,Character Emotion Attribute,Does the man appear enthusiastic and eager to engage with the visitor in the first two scenes?,12.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/m_H3uWi3_2o
1011-3,QV6iOzP_OXY,Wrongly-led Open-ended Question,Character Reaction Causality,Did the woman spray the man with the hose as a playful response to a prank he played on her?,31.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/QV6iOzP_OXY
1018-3,1jh1WQq_fHs,Wrongly-led Open-ended Question,Character Emotion Attribute,Did the rapper get angry and stop performing when the traffic controller took his microphone?,19.39,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1jh1WQq_fHs
1020-3,C4l7rfjX49I,Wrongly-led Open-ended Question,Character Emotion Attribute,Does the baby react with excitement and joy when they see their dad?,13.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/C4l7rfjX49I
1023-3,m_H3uWi3_2o,Wrongly-led Open-ended Question,Character Emotion Attribute,Did the man seem happy and excited after the first woman spoke to him?,12.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/m_H3uWi3_2o
1031-3,RbdWggNEZGw,Wrongly-led Open-ended Question,Character Emotion Attribute,Is the man in the white shirt eating a banana feeling calm and relaxed in the third scene?,39.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RbdWggNEZGw
1037-3,y-Ey4mW-BKs,Wrongly-led Open-ended Question,Character Motivation Causality,Does the man make the OK gesture at the end of the video to show that the drink he made is satisfactory?,57.69,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/y-Ey4mW-BKs
1044-3,gpeIf-lCeIQ,Wrongly-led Open-ended Question,Plot Attribute,Is the person under the quilt deeply engrossed in a video game?,21.23,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gpeIf-lCeIQ
1045-3,uXvcjTHtZIs,Wrongly-led Open-ended Question,Character Motivation Causality,Was the hug between the person on the left and the one in the tie-dye hoodie a celebration of a successful magic trick?,20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uXvcjTHtZIs
1046-3,X31PraTwwnE,Wrongly-led Open-ended Question,Character Motivation Causality,Was the reason the person in the black hat threw the person in the gray T-shirt into the pool because it was a prank?,22.91,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X31PraTwwnE
1049-3,3krczYGxVjE,Wrongly-led Open-ended Question,Local Event Attribute,Was the person expressing frustration or annoyance by hitting the dog with a slipper?,36.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3krczYGxVjE
1051-3,NK6UDnyZf4g,Wrongly-led Open-ended Question,Character Motivation Causality,Is the man in black expressing nostalgia or sentimentality by biting his hand in the photo?,12.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NK6UDnyZf4g
1053-3,cSzVOc6h_Us,Wrongly-led Open-ended Question,Character Motivation Causality,Is the man in the black T-shirt raising his hat to greet someone or acknowledge their presence?,15.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cSzVOc6h_Us
1055-3,7Xofsx0XAaM,Wrongly-led Open-ended Question,Plot Attribute,Is the enlightenment value of this video low because it mainly shows a messy prank with ketchup?,14.19,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7Xofsx0XAaM
1064-3,UKieuClPKvI,Wrongly-led Open-ended Question,Character Reaction Causality,Is the man surprised because the firework he lit exploded unexpectedly?,41.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/UKieuClPKvI
1075-3,GfygSdVWewQ,Wrongly-led Open-ended Question,Plot Attribute (Montage),Is the video simply splicing together shots of an ordinary person and Spider-Man just to suggest that they are the same person?,60.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GfygSdVWewQ
1080-3,LD8Br6QMZqg,Wrongly-led Open-ended Question,Character Motivation Causality,Did the man peel the carrots and feel surprised because another person had actually made a usable carrot peeler out of a spoon?,44.61,Please state your answer with a brief explanation.,,https://youtube.com/shorts/LD8Br6QMZqg
1081-3,erlagkVhNDI,Wrongly-led Open-ended Question,Element Attributes,Does the little green brick in the video represent grass?,31.49,Please state your answer with a brief explanation.,,https://youtube.com/shorts/erlagkVhNDI
1087-3,v93w7cXDNC0,Wrongly-led Open-ended Question,Displacement Attribute,Dose the circle on the left move in the direction indicated by the arrow inside it?,15.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/v93w7cXDNC0
1090-3,myeDvP4Tz4E,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Dose the painting on the ground appears to the sheep like a large puddle?,35.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/myeDvP4Tz4E
1091-3,1BW-MQMdTRQ,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),"Is it true that only two people can be identified in the last video, one sitting and one standing behind?",14.77,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1BW-MQMdTRQ
1095-3,O3DoSbaw4E0,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Does the person in the upper left corner cause someone to appear inside the keg by throwing a small stone?,8.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/O3DoSbaw4E0
1101-3,budZcalJRO8,Wrongly-led Open-ended Question,Character Motivation Causality,Was the purpose of slowly submerging the paper into the water to make it completely wet?,10.3,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/budZcalJRO8
1111-3,CTYUD-TtBPA,Wrongly-led Open-ended Question,Element Localization,Was it the man in the white shirt who decided to sit down after standing up instead of joining the dance?,16.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CTYUD-TtBPA
1112-3,1nMiInCRdfU,Wrongly-led Open-ended Question,Element Localization,Was it the person in the white shirt who took the firework instead of the lighter?,31.79,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1nMiInCRdfU
1117-3,l9HF9qcNvBs,Wrongly-led Open-ended Question,Element Localization,Was it the person in the red shirt who made the water overflow and failed the challenge?,58.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/l9HF9qcNvBs
1119-3,JdPIts7RgUM,Wrongly-led Open-ended Question,Positional Relationship,Is the iron bowl on the lap of the person in red when they react to the cat and dog picture?,11.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/JdPIts7RgUM
1121-3,NFMqcsBtY30,Wrongly-led Open-ended Question,Positional Relationship,Is the symbol closest to the filament light bulb on the control panel the sun?,20.27,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NFMqcsBtY30
1122-3,Z5fnnWTVTrI,Wrongly-led Open-ended Question,Positional Relationship,Is the little man in overalls with the white bag found inside a janitor's closet at the end of the video?,31.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Z5fnnWTVTrI
1124-3,_uSQXykxzT0,Wrongly-led Open-ended Question,Positional Relationship,Did the egg end up inside the water bottle after the performer pushed it?,17.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_uSQXykxzT0
1127-3,J_W4i0HkKJ0,Wrongly-led Open-ended Question,Positional Relationship,"In the third segment, is the target basket positioned directly in front of the ball shooter, who is facing it?",20.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/J_W4i0HkKJ0
1130-3,te4-qw7DW6M,Wrongly-led Open-ended Question,Professional Knowledge,Was it the blue ball that moved significantly when the old man swung his arm with the largest magnitude?,16.7,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/te4-qw7DW6M
1134-3,J_W4i0HkKJ0,Wrongly-led Open-ended Question,Displacement Attribute,Did the ball of the first throw in the last scene descend directly towards the basketball hoop?,20.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/J_W4i0HkKJ0
1137-3,4AqYhTpPpBI,Wrongly-led Open-ended Question,Positional Relationship,"When the woman is upside down, is the man's head facing downward?",6.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/4AqYhTpPpBI
1145-3,N2BiQKS3e2Y,Wrongly-led Open-ended Question,Event Duration & Speed Attribute,Does the woman check her phone twice within a minute as an adult?,30.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/N2BiQKS3e2Y
1159-3,0-ugjds_Rz8,Wrongly-led Open-ended Question,Element Localization,Are the fifth and seventh items in the video sticky notes and a measurement scale?,16.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0-ugjds_Rz8
1160-3,yTKp6HP2_wU,Wrongly-led Open-ended Question,Element Localization,Is the fourth item in the video a small black pill-shaped fidget toy?,27.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yTKp6HP2_wU
1161-3,9gPw1jw3Ukk,Wrongly-led Open-ended Question,Element Localization,"Is the color order displayed by the long strip of light on the object in the video yellow, green, blue, purple, and red?",11.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9gPw1jw3Ukk
1162-3,4jmQCgMy1mE,Wrongly-led Open-ended Question,Event Localization,Does the person browse through the menu options including Settings?,25.77,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/4jmQCgMy1mE
