qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
0723-0,pUIkzB8KebU,Primary Open-ended Question,Objective Causality,Why does the little monster in the video look like it's active?,15.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pUIkzB8KebU
0724-0,9Iof4qwbrwQ,Primary Open-ended Question,Objective Causality,"Why does the pen pass through the banknote, but the note is not broken?Please explain how a banknote is folded.",43.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9Iof4qwbrwQ
0725-0,PVMqxKAXDQo,Primary Open-ended Question,Objective Causality,Why has the drink in the bottle in the video decreased?,58.11,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PVMqxKAXDQo
0729-0,fj2WYT0qBWA,Primary Open-ended Question,Element Attributes (Optical Illusion),Which color of the long strips is the shortest in the video?,10.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fj2WYT0qBWA
0731-0,oSyWpIh4vF8,Primary Open-ended Question,Element Attributes (Optical Illusion),"Based on dual perception, what else can the old man's nose look like in the video?",9.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/oSyWpIh4vF8
0735-0,fBExhFE2-ew,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),"In the second segment in the video, how did the scenery on the artboard come about?",51.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fBExhFE2-ew
0738-0,YpwGoqs1zjA,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How did the man in the video film the sky change from black to bright?,13.28,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YpwGoqs1zjA
0740-0,AoUnw7jcHhg,Primary Open-ended Question,Professional Knowledge,"For the first math problem shown in the video, what is the third step of the calculation process performed by the person in the explaination?",28.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/AoUnw7jcHhg
0742-0,LiP7IkD0-fk,Primary Open-ended Question,Professional Knowledge,What is the value of x?,36.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/LiP7IkD0-fk
0743-0,Db26nmr_95c,Primary Open-ended Question,Professional Knowledge,What is the answer to the third math question in the video?,37.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Db26nmr_95c
0749-0,FBXl4t_t0aM,Primary Open-ended Question,Element Attributes,"In the first physics experiment in the video, what substances can pass through the sieve?",59.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FBXl4t_t0aM
0755-0,HsXS1Qt11cU,Primary Open-ended Question,Element Attributes (Optical Illusion),What is the material of the sponge used for cleaning?,17.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HsXS1Qt11cU
0757-0,as--BPL2gRQ,Primary Open-ended Question,Positional Relationship,Which foot of the boy in red is in the pit?,5.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/as--BPL2gRQ
0762-0,Jo7sfpeWqwE,Primary Open-ended Question,Element Attributes,What was the second boat made of?,19.69,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Jo7sfpeWqwE
0763-0,XNYK4k7hq3Y,Primary Open-ended Question,Element Attributes (Optical Illusion),"Which one is real, the canned coke that was taken away or the canned Coke that is still in the picture?",58.84,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XNYK4k7hq3Y
0766-0,eoeIl02oH90,Primary Open-ended Question,Positional Relationship,Which shoulder did the archer use to release the bow?,19.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eoeIl02oH90
0777-0,LLo9u8GYUU0,Primary Open-ended Question,Event Counting,How many trick shots are shown totally?,59.28,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/LLo9u8GYUU0
0779-0,jt3v-FRTbrY,Primary Open-ended Question,Objective Causality,"What illusion is achieved in the video, and how?",19.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jt3v-FRTbrY
0790-0,HPoyer1Ix-o,Primary Open-ended Question,Professional Knowledge,How to adjust the transparent sheet to see the blue tube?,35.78,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/HPoyer1Ix-o
0794-0,pxtbNUqh3Sc,Primary Open-ended Question,Plot Attribute,"Who in the video is the caption referring to as ""friend"" in the video?",17.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pxtbNUqh3Sc
0803-0,L4pEorJZ1a0,Primary Open-ended Question,Element Attributes,What was burning in the video?,29.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L4pEorJZ1a0
0806-0,1dEijri97Qc,Primary Open-ended Question,Element Counting,How many cables were bundled?,19.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1dEijri97Qc
0810-0,A-PdkbPZs6I,Primary Open-ended Question,Event Counting,How many times did the sausage pop up from the holes?,17.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/A-PdkbPZs6I
0812-0,5NgU4w_qPBg,Primary Open-ended Question,Event Counting,How many times did the person try to place the toy into the drawer?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5NgU4w_qPBg
0816-0,nqyt42Hj00Y,Primary Open-ended Question,Event Localization,What did the person do at the second experiment?,20.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nqyt42Hj00Y
0818-0,1_OTyluZCcg,Primary Open-ended Question,Element Attributes,What was the little girl watching nearby holding in her hand?,19.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1_OTyluZCcg
0827-0,yFHKF8TjT5o,Primary Open-ended Question,Element Counting,How many pandas are there in the video?,9.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yFHKF8TjT5o
0833-0,E2ILLN8TiPA,Primary Open-ended Question,Event Localization,What does the photo want to show in the fourth segment?,48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/E2ILLN8TiPA
0835-0,_tVCT7lNvM4,Primary Open-ended Question,Element Localization,What is visible in the woman's mouth?,60,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tVCT7lNvM4
0841-0,wfszvTxxLkk,Primary Open-ended Question,Positional Relationship,Which eye did the woman wipe with the parrot first in the video?,10.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wfszvTxxLkk
0848-0,wzf8uN_7hNc,Primary Open-ended Question,Element Attributes (Optical Illusion),Which one is a real cat in the video?,7.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wzf8uN_7hNc
0854-0,Rjq4L_aIBh0,Primary Open-ended Question,Character Motivation Causality,Why does the operator of the drop tower ride engage in conversation with the visitors?,36.4,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Rjq4L_aIBh0
0857-0,POwncb1HzPQ,Primary Open-ended Question,Plot Attribute,What scenario is the woman in the video imitating with her actions?,10.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/POwncb1HzPQ
0858-0,3xCt7E3t3Pc,Primary Open-ended Question,Element Attributes (Optical Illusion),Which armrest did the man in the white short-sleeved shirt initially sit on when he tried to sit on the chair in the video?,53.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3xCt7E3t3Pc
0865-0,NnjqjqMFdA0,Primary Open-ended Question,Element Counting,"
At the end of the video, how many worms are there?",6.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NnjqjqMFdA0
0868-0,XCkJcIeGhS0,Primary Open-ended Question,Element Localization,What color is the tool that the person swings at the beginning of the video?,57.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XCkJcIeGhS0
0870-0,Po_UemYmEyg,Primary Open-ended Question,Character Motivation Causality,Why did this man give his belongings to the photographer?,59.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Po_UemYmEyg
0871-0,eFW0FRHH1u8,Primary Open-ended Question,Element Attributes (Optical Illusion),What's in the middle of the road?,13.91,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eFW0FRHH1u8
0872-0,6O-PTTfiq48,Primary Open-ended Question,Displacement Attribute,"After the man puts down two water bottle packs, which direction did he move the upper pack relative to the camera's perspective?",59.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/6O-PTTfiq48
0875-0,f3fywt6uJBM,Primary Open-ended Question,Element Counting,How many cell phones are on the piano in the video?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/f3fywt6uJBM
0879-0,WVtaMmL93Vs,Primary Open-ended Question,Element Attributes (Optical Illusion),What do people standing on the same plane have in common after the fourth secondï¼Ÿ,15.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WVtaMmL93Vs
0880-0,0cKKHnAmncI,Primary Open-ended Question,Element Attributes (Optical Illusion),How does the state of direction of the structure change when the person holds up with a hand?,42.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0cKKHnAmncI
0886-0,5QLh5ias93M,Primary Open-ended Question,Positional Relationship,Where is the watch worn by the man in black in the video?,19.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5QLh5ias93M
0895-0,7hg7oglAyKc,Primary Open-ended Question,Event Localization,What scene is cut to after a basketball smaller than standard is thrown?,34.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7hg7oglAyKc
0898-0,fD02ePuiOtU,Primary Open-ended Question,Displacement Attribute,In which direction did the man move the first pillow after it is on the water?,9.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fD02ePuiOtU
0901-0,pPiXRxb2Vfo,Primary Open-ended Question,Element Counting,"At the beginning of the video, how many rubber bands are held in the hands?",18.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pPiXRxb2Vfo
0905-0,cUxIb3Pt-hQ,Primary Open-ended Question,Element Attributes (Optical Illusion),"At the beginning of the video, is the slope where the ball is located an uphill or downhill?",31.81,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cUxIb3Pt-hQ
0907-0,DP4eZl-4QOY,Primary Open-ended Question,Positional Relationship,What does the dog land on at the end of the video?,16.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DP4eZl-4QOY
0910-0,7_jo2loOZ9Q,Primary Open-ended Question,Character Motivation Causality,Why does the man in the video keep picking up the child?,47.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7_jo2loOZ9Q
0914-0,3TSZfcowUus,Primary Open-ended Question,Professional Knowledge,Why is the beer bottle placed under the faucet in the video?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3TSZfcowUus
0918-0,KOhSr62NQAY,Primary Open-ended Question,Positional Relationship,Which hand does the man put the soap in the box?,20.42,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KOhSr62NQAY
0919-0,mtLq3F4lIfY,Primary Open-ended Question,Plot Attribute,How does the man create the rainbow?,40.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/mtLq3F4lIfY
0924-0,ubFbhebEchE,Primary Open-ended Question,Element Localization,"At the end of the video, what is the red object in the hand of the woman in the white top?",24.57,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ubFbhebEchE
0926-0,XaP6KFsFnp4,Primary Open-ended Question,Positional Relationship,Which hand is pulling the thread?,13.89,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XaP6KFsFnp4
0927-0,2DEz3_PwR80,Primary Open-ended Question,Positional Relationship,With which arm does the man in black in the video hold the child?,18.55,Please state your answer with a brief explanation.,,https://youtube.com/shorts/2DEz3_PwR80
0929-0,9y91My_upXU,Primary Open-ended Question,Plot Attribute (Montage),What are the similarities between the actions of the little girl in the green dress and the little girl in the blue dress in the video?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU
0933-0,bLr422lyAyY,Primary Open-ended Question,Character Motivation Causality,Why did the man in the costume light the fire?,8.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/bLr422lyAyY
0939-0,vz9D4nqhTyk,Primary Open-ended Question,Element Counting,How many people were there playing roles in the video?,37.68,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vz9D4nqhTyk
0942-0,ly70cIZgrRA,Primary Open-ended Question,Character Motivation Causality,What is the purpose of the man in the video catching the egg with the side of the spatula and breaking it?,30.93,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ly70cIZgrRA
0946-0,JmEOYcf8wiE,Primary Open-ended Question,Positional Relationship,"When the chicken stopped moving, which foot did the man touch?",44.2,Please state your answer with a brief explanation.,,https://youtube.com/shorts/JmEOYcf8wiE
0949-0,GpJpQzdYtL0,Primary Open-ended Question,Plot Attribute,Where does the boss of this company appear in the video?,59.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GpJpQzdYtL0
0950-0,Pagl1zg0j4A,Primary Open-ended Question,Displacement Attribute,What is the state of motion of the ball when the man strikes the second time?,52.55,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Pagl1zg0j4A
0952-0,RLEEXr_WsRQ,Primary Open-ended Question,Element Localization,What colour is the dress of the third person that can be seen clearly in the video?,18.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RLEEXr_WsRQ
0956-0,Evie7TV-E8s,Primary Open-ended Question,Displacement Attribute,What is the rotation direction of the red stick?,39.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Evie7TV-E8s
0957-0,DtZdE1P45yQ,Primary Open-ended Question,Displacement Attribute,How did the stuff in the beaker end up on the rod in the second half of the video in brief?,83.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DtZdE1P45yQ
0973-0,BkFjtOqLNmk,Primary Open-ended Question,Event Localization,When did the man in the gray hoodie on the left in the video get injured?,53.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BkFjtOqLNmk
0974-0,_a6lFCUYTA4,Primary Open-ended Question,Event Localization,When did the person in the video put the straw into the bottle?,17.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_a6lFCUYTA4
0976-0,fPW-zkcTRgM,Primary Open-ended Question,Event Localization,Who answers the question first in the first scene of the video?,40.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fPW-zkcTRgM
0983-0,9btQkaci6kA,Primary Open-ended Question,Plot Attribute,Why is there an appearance of a second person in the video?,27.7,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9btQkaci6kA
0985-0,xhCvWSZOo8A,Primary Open-ended Question,Plot Attribute,Does the money in the cup at the end of the video come from the money in the cup at the beginning of the video?,14.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/xhCvWSZOo8A
0995-0,sVsv_cKxmXY,Primary Open-ended Question,Event Localization,What is the answer to the eighth question in the video?,62.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/sVsv_cKxmXY
0996-0,q8cjGfTq5XI,Primary Open-ended Question,Event Localization,Which is the third timer tool allowed to be shown in the video?,59.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/q8cjGfTq5XI
0999-0,TE7YjiQZpZo,Primary Open-ended Question,Event Localization,How does the man who plays Curly go through the branches on the ground?,60.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/TE7YjiQZpZo
1002-0,W7aL-aUocLA,Primary Open-ended Question,Event Localization,"In the first scene, when the fourth stick falls, how does the man catch it?",25.43,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/W7aL-aUocLA
1009-0,m_H3uWi3_2o,Primary Open-ended Question,Character Emotion Attribute,What is the reaction of the man in the first two scenes after the visitor waved at him?,12.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/m_H3uWi3_2o
1011-0,QV6iOzP_OXY,Primary Open-ended Question,Character Reaction Causality,Why did the woman use hose on the man?,31.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/QV6iOzP_OXY
1018-0,1jh1WQq_fHs,Primary Open-ended Question,Character Emotion Attribute,What's the rapper's reaction after the traffic controller took his microphone?,19.39,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1jh1WQq_fHs
1020-0,C4l7rfjX49I,Primary Open-ended Question,Character Emotion Attribute,What's the baby's reaction when they see dad?,13.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/C4l7rfjX49I
1023-0,m_H3uWi3_2o,Primary Open-ended Question,Character Emotion Attribute,What's the man's reaction after the first woman talked to him?,12.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/m_H3uWi3_2o
1031-0,RbdWggNEZGw,Primary Open-ended Question,Character Emotion Attribute,What emotion is the man in a white shirt eating a banana experiencing in the video?,39.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RbdWggNEZGw
1037-0,y-Ey4mW-BKs,Primary Open-ended Question,Character Motivation Causality,Why does the man make an OK gesture at the end of the video?,57.69,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/y-Ey4mW-BKs
1044-0,gpeIf-lCeIQ,Primary Open-ended Question,Plot Attribute,What kind of psychological activity is going on in the person under the quilt at the end of the video?,21.23,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gpeIf-lCeIQ
1045-0,uXvcjTHtZIs,Primary Open-ended Question,Character Motivation Causality,What is the reason why the person on the left of the video hugs the person wearing the tie-dye hoodie and then lets him go?,20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uXvcjTHtZIs
1046-0,X31PraTwwnE,Primary Open-ended Question,Character Motivation Causality,How come the person wearing the black hat in the video suddenly threw the person in the gray T-shirt into the swimming pool?,22.91,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X31PraTwwnE
1049-0,3krczYGxVjE,Primary Open-ended Question,Local Event Attribute,What does the person who hits the dog with a slipper while looking at his phone want to express?,36.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3krczYGxVjE
1051-0,NK6UDnyZf4g,Primary Open-ended Question,Character Motivation Causality,What does the man in black in the video want to express when he bites his hand when he takes a photo?,12.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NK6UDnyZf4g
1053-0,cSzVOc6h_Us,Primary Open-ended Question,Character Motivation Causality,What does this man in the black T-shirt want to express by raising his black hat?,15.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cSzVOc6h_Us
1055-0,7Xofsx0XAaM,Primary Open-ended Question,Plot Attribute,What is the enlightenment value of this video?,14.19,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7Xofsx0XAaM
1064-0,UKieuClPKvI,Primary Open-ended Question,Character Reaction Causality,Why is the man so surprised at the end of the video?,41.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/UKieuClPKvI
1075-0,GfygSdVWewQ,Primary Open-ended Question,Plot Attribute (Montage),Why does the video splice together shots of this ordinary man and Spider-Man?,60.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GfygSdVWewQ
1080-0,LD8Br6QMZqg,Primary Open-ended Question,Character Motivation Causality,Why does the man peel the carrot and seems amazed?,44.61,Please state your answer with a brief explanation.,,https://youtube.com/shorts/LD8Br6QMZqg
1081-0,erlagkVhNDI,Primary Open-ended Question,Element Attributes,What does the little green brick represent?,31.49,Please state your answer with a brief explanation.,,https://youtube.com/shorts/erlagkVhNDI
1087-0,v93w7cXDNC0,Primary Open-ended Question,Displacement Attribute,"In which direction is the circle on the left, from the camera perspective moving?",15.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/v93w7cXDNC0
1090-0,myeDvP4Tz4E,Primary Open-ended Question,Element Attributes (Optical Illusion),What does the person's painting on the ground look like from the perspective of a group of sheep in the video?,35.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/myeDvP4Tz4E
1091-0,1BW-MQMdTRQ,Primary Open-ended Question,Element Attributes (Optical Illusion),"Based on dual perception, how many people can be identified in the last video?",14.77,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1BW-MQMdTRQ
1095-0,O3DoSbaw4E0,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What does the person in the upper left corner do by throwing a small stone into the keg?,8.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/O3DoSbaw4E0
1101-0,budZcalJRO8,Primary Open-ended Question,Character Motivation Causality,"During the shoot, why did the man gradually submerge the piece of paper under water?",10.3,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/budZcalJRO8
1111-0,CTYUD-TtBPA,Primary Open-ended Question,Element Localization,Who decided to sit down after standing up instead of joining the dance?,16.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CTYUD-TtBPA
1112-0,1nMiInCRdfU,Primary Open-ended Question,Element Localization,Who took the firework instead of lighter?,31.79,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1nMiInCRdfU
1117-0,l9HF9qcNvBs,Primary Open-ended Question,Element Localization,Who made the water overflow and failed the challenge?,58.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/l9HF9qcNvBs
1119-0,JdPIts7RgUM,Primary Open-ended Question,Positional Relationship,Where's the iron bowl when the person in red reacted to the cat and dog picture?,11.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/JdPIts7RgUM
1121-0,NFMqcsBtY30,Primary Open-ended Question,Positional Relationship,Which symbol is the filament light bulb closest to in the control panel?,20.27,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NFMqcsBtY30
1122-0,Z5fnnWTVTrI,Primary Open-ended Question,Positional Relationship,"At the end of the video, where is the little man in the overalls with the white bag?",31.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Z5fnnWTVTrI
1124-0,_uSQXykxzT0,Primary Open-ended Question,Positional Relationship,Where is the egg after the trick performer pushed on it?,17.62,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_uSQXykxzT0
1127-0,J_W4i0HkKJ0,Primary Open-ended Question,Positional Relationship,"In the third segment, what is the position of the target basket and the ball shooter, from the perspective of the camera?",20.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/J_W4i0HkKJ0
1130-0,te4-qw7DW6M,Primary Open-ended Question,Professional Knowledge,What color ball moved significantly when the old man swung his arm the largest magnitude?,16.7,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/te4-qw7DW6M
1134-0,J_W4i0HkKJ0,Primary Open-ended Question,Displacement Attribute,How did the ball of the first throw in the last scene move about when it is released by the person?,20.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/J_W4i0HkKJ0
1137-0,4AqYhTpPpBI,Primary Open-ended Question,Positional Relationship,"When the woman is upside down, which way is the head of the man in white facing?",6.12,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/4AqYhTpPpBI
1145-0,N2BiQKS3e2Y,Primary Open-ended Question,Event Duration & Speed Attribute,"As an adult, how long does it past between the woman looking at her phone twice?",30.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/N2BiQKS3e2Y
1159-0,0-ugjds_Rz8,Primary Open-ended Question,Element Localization,What are the fifth and seventh items shown in the video?,16.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0-ugjds_Rz8
1160-0,yTKp6HP2_wU,Primary Open-ended Question,Element Localization,What is the fourth item shown in the video?,27.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yTKp6HP2_wU
1161-0,9gPw1jw3Ukk,Primary Open-ended Question,Element Localization,What is the color order displayed by the long strip of light for the objects in the video?,11.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9gPw1jw3Ukk
1162-0,4jmQCgMy1mE,Primary Open-ended Question,Event Localization,"In the menu interface, what is the order of the menu options that are BROWSED?",25.77,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/4jmQCgMy1mE
1168-0,aWdGWNIye8M,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why did the man in the red hat fall into a hole in the video?,14.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/aWdGWNIye8M
1169-0,RtYbZzlUVxM,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why was the guy in black and white clothes kicked to pieces by the football?,13.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RtYbZzlUVxM
1170-0,MImfdDB5-K8,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How did the containers disappear in the video?,14.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/MImfdDB5-K8
1173-0,YfbZV7u3kMM,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why did the person in the back seat of the car suddenly disappear?,5.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YfbZV7u3kMM
1175-0,oG45ZbYePtY,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How is the bear on the ground made to move in the video?,19.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/oG45ZbYePtY
1176-0,PFlSRwIZ8EM,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How did the plant in the man's hand grow larger?,24.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PFlSRwIZ8EM
1177-0,lJcTCcUJK0I,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How did the man suddenly stand on the other boat?,17.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/lJcTCcUJK0I
1178-0,SArRN5FhkYI,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why does a laptop appear in the final scene of the video?,19.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/SArRN5FhkYI
1181-0,ys5re4kXW1I,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How did the Colosseum disappear?,12.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ys5re4kXW1I
1182-0,NFMqcsBtY30,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How does the ladder appear beneath the clouds in the video?,20.27,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NFMqcsBtY30
1183-0,uYIWSSQNV4w,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why did the sky suddenly darken at the beginning of the video?,13.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uYIWSSQNV4w
1192-0,RdDzFuX1b1s,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why did a standing sprinkler suddenly appear?,20.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RdDzFuX1b1s
1203-0,X2muluGbNeo,Primary Open-ended Question,Local Event Attribute,How did the man take out the towel without touching the stream?,18.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X2muluGbNeo
1206-0,fuAUDvxf_vY,Primary Open-ended Question,Professional Knowledge,Why is the blue paint seemingly spilling unusually?,10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fuAUDvxf_vY
1209-0,H-9qGWrW83M,Primary Open-ended Question,Displacement Attribute,How fast is the woman in the photo at the end of the video?,20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/H-9qGWrW83M
1210-0,diEfe0tsJY8,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What is the change in focus of the video shooting?,6.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/diEfe0tsJY8
1214-0,7nnjsL5oc_s,Primary Open-ended Question,Displacement Attribute,What is the motion of the shot when photographing the woman?,5.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7nnjsL5oc_s
1223-0,FxLooSikc2U,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How does the camera view differ in the last throw compared to others?,23.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FxLooSikc2U
1225-0,#NAME?,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Who is mainly visible when the first camera zoom is complete?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-o7pVduTGVs
1229-0,d-uzkMB14xQ,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why is the object in front of the mirror different from its reflection in the mirror?,10.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/d-uzkMB14xQ
